#####################
# Format:
# <sec><nanosec>;<start time and process id>;<thread id>;<connection id>;<operation code>; <parameters> ...
#
# Operation codes:
#     0 - start async connection
#     1 - success async connection
#     2 - failed async connection
#
#     3 - start ssl handshake
#     4 - success ssl handshake
#     5 - failed ssl handshake
#
#     6 - start send request
#       parameters: <request id>;<request file name>
#     7 - start send data to socket
#       parameters: <request id>;<send data ID>
#     8 - success send data to socket
#       parameters: <request id>;<send data ID>;<send data size>
#     9 - failes send data to socket
#       parameters: <request id>;<send data ID>;<send data size>
#    10 - finish send request
#       parameters: <request id>;<send data size>
#    11 - failed send request
#       parameters: <request id>;<send data size>
#
#    12 - start recv response
#       parameters: <request id>
#    13 - start recv data from socket
#       parameters: <request id>;<recv data ID>
#    14 - success recv data from socket
#       parameters: <request id>;<recv data ID>;<recv data size>
#    15 - failed recv data from socket
#       parameters: <request id>;<recv data ID>;<recv data size>
#    16 - success recv response
#       parameters: <request id>;<recv data size>
#    17 - failed recv response
#       parameters: <request id>;<recv data size>
#
#    18 - close ssl connection
#       parameters: <send data size>;<recv data size>
#####################

1489489222196124286;6397307491939529624;13208;0;0
1489489222196752312;6397307491939529624;13208;0;1
1489489222196752312;6397307491939529624;13208;0;3
1489489222927174003;6397307491939529624;13208;0;4
1489489222928231225;6397307491939529624;13208;0;12;0
1489489222928237905;6397307491939529624;13208;0;13;0;0
1489489222928333991;6397307491939529624;13208;0;14;0;0;0
1489489222928339139;6397307491939529624;13208;0;16;0;0
1489489222929881532;6397307491939529624;13208;0;6;1;request.txt
1489489222929891244;6397307491939529624;13208;0;7;1;0
1489489222930446379;6397307491939529624;13208;0;8;1;0;44
1489489222930452413;6397307491939529624;13208;0;10;1;44
1489489222953554812;6397307491939529624;13208;0;12;1
1489489222953571970;6397307491939529624;13208;0;13;1;1
1489489222955344606;6397307491939529624;13208;0;14;1;1;512
1489489222955726174;6397307491939529624;13208;0;13;1;2
1489489223130475212;6397307491939529624;13208;0;14;1;2;196096
1489489223455452843;6397307491939529624;13208;0;13;1;3
1489489223517020097;6397307491939529624;13208;0;14;1;3;180224
1489489223652409556;6397307491939529624;13208;0;13;1;4
1489489223738784997;6397307491939529624;13208;0;14;1;4;180224
1489489223785644368;6397307491939529624;13208;0;13;1;5
1489489223979749661;6397307491939529624;13208;0;14;1;5;196608
1489489224014317961;6397307491939529624;13208;0;13;1;6
1489489224173391439;6397307491939529624;13208;0;14;1;6;163840
1489489224377747203;6397307491939529624;13208;0;13;1;7
1489489224599949667;6397307491939529624;13208;0;14;1;7;327680
1489489224604194583;6397307491939529624;13208;0;13;1;8
1489489224850018385;6397307491939529624;13208;0;14;1;8;671744
1489489224859458572;6397307491939529624;13208;0;13;1;9
1489489225153842811;6397307491939529624;13208;0;14;1;9;1490944
1489489225386825606;6397307491939529624;13208;0;13;1;10
1489489225522802201;6397307491939529624;13208;0;14;1;10;147456
1489489225622049623;6397307491939529624;13208;0;13;1;11
1489489225820696717;6397307491939529624;13208;0;14;1;11;114688
1489489226020732348;6397307491939529624;13208;0;13;1;12
1489489226107251476;6397307491939529624;13208;0;14;1;12;163840
1489489226215581435;6397307491939529624;13208;0;13;1;13
1489489226398470988;6397307491939529624;13208;0;14;1;13;98304
1489489226433751330;6397307491939529624;13208;0;13;1;14
1489489226699389400;6397307491939529624;13208;0;14;1;14;786432
1489489226707927573;6397307491939529624;13208;0;13;1;15
1489489226887534380;6397307491939529624;13208;0;14;1;15;212992
1489489226899161318;6397307491939529624;13208;0;13;1;16
1489489227121169915;6397307491939529624;13208;0;14;1;16;196608
1489489227164839908;6397307491939529624;13208;0;13;1;17
1489489227390201108;6397307491939529624;13208;0;14;1;17;180224
1489489227398224047;6397307491939529624;13208;0;13;1;18
